Hiber-loss	LSTM-Loss	
 2.1993e+00	 2.3631e-01	
 2.2098e+00	 2.3565e-01	
 2.1504e+00	 2.3665e-01	
 2.1318e+00	 2.3366e-01	
 2.1219e+00	 2.2730e-01	
 2.0985e+00	 2.2593e-01	
 2.1764e+00	 2.3032e-01	
 2.1547e+00	 2.3178e-01	
 2.2290e+00	 2.2363e-01	
 2.2321e+00	 2.2343e-01	
 2.1924e+00	 2.3318e-01	
 2.1767e+00	 2.3687e-01	
 2.2385e+00	 2.2499e-01	
 2.1714e+00	 2.2950e-01	
 2.1601e+00	 2.3030e-01	
 2.2077e+00	 2.2802e-01	
 2.2026e+00	 2.2187e-01	
 2.1517e+00	 2.2680e-01	
 2.1811e+00	 2.3028e-01	
 2.0815e+00	 2.3028e-01	
 2.1775e+00	 2.2879e-01	
 2.1523e+00	 2.1834e-01	
 2.1321e+00	 2.2547e-01	
 2.1522e+00	 2.2963e-01	
 2.1338e+00	 2.2186e-01	
 2.1483e+00	 2.2315e-01	
 2.1865e+00	 2.2469e-01	
 2.1255e+00	 2.3011e-01	
 2.1210e+00	 2.2320e-01	
 2.1162e+00	 2.2067e-01	
 2.0992e+00	 2.1349e-01	
 2.1137e+00	 2.1882e-01	
 2.0607e+00	 2.2393e-01	
 2.0860e+00	 2.2198e-01	
 2.0710e+00	 2.2006e-01	
 2.1104e+00	 2.1987e-01	
 2.1040e+00	 2.1989e-01	
 2.1368e+00	 2.1620e-01	
 2.1278e+00	 2.1636e-01	
 2.1139e+00	 2.1371e-01	
 2.1268e+00	 2.1758e-01	
 2.1867e+00	 2.1707e-01	
 2.2012e+00	 2.2083e-01	
 2.1870e+00	 2.1983e-01	
 2.1717e+00	 2.1804e-01	
 2.2042e+00	 2.1440e-01	
 2.2416e+00	 2.1733e-01	
 2.2414e+00	 2.1488e-01	
 2.1927e+00	 2.1236e-01	
 2.1324e+00	 2.1978e-01	
 2.0837e+00	 2.1404e-01	
 2.1530e+00	 2.1453e-01	
 2.1470e+00	 2.1549e-01	
 2.1176e+00	 2.1998e-01	
 2.1105e+00	 2.1818e-01	
 2.1541e+00	 2.2164e-01	
 2.1194e+00	 2.2227e-01	
 2.1314e+00	 2.1718e-01	
 2.1150e+00	 2.1700e-01	
 2.0871e+00	 2.1309e-01	
 2.1133e+00	 2.1937e-01	
 2.1634e+00	 2.1044e-01	
 2.1293e+00	 2.1978e-01	
 2.1946e+00	 2.1317e-01	
 2.1185e+00	 2.1344e-01	
 2.1791e+00	 2.1696e-01	
 2.1723e+00	 2.1979e-01	
 2.1160e+00	 2.1931e-01	
 2.1188e+00	 2.1738e-01	
 2.1080e+00	 2.1646e-01	
 2.0736e+00	 2.1840e-01	
 2.0918e+00	 2.2008e-01	
 2.0491e+00	 2.1302e-01	
 2.1169e+00	 2.1702e-01	
 2.0978e+00	 2.1538e-01	
 2.0719e+00	 2.1864e-01	
 2.1188e+00	 2.1758e-01	
 2.1280e+00	 2.1553e-01	
 2.1182e+00	 2.1917e-01	
 2.1073e+00	 2.1526e-01	
